transaction_id,timestamp,card_type,merchant_name,merchant_category,amount_usd,currency,status,country_code,is_international,cardholder_id,cardholder_home_country,cardholder_typical_category,cardholder_avg_spend,_injected_fraud_flags,_run_id,_validated_at,_validation_errors,_validation_warnings,_is_valid
6a93003b-11eb-4b7f-bded-c32654ad70a2,2026-01-07 01:21:23,Gold,Walmart,Retail,42.46,USD,approved,US,False,CH-10163,US,Fuel,86.42,,325ec2e6,2026-05-12 01:21:23,,,True
dce68eb2-09c1-45b4-88c2-a8138a56f7c5,2026-05-09 01:21:23,Green,Best Buy,Technology,80.66,USD,approved,US,False,CH-10056,US,Food & Beverage,52.35,,325ec2e6,2026-05-12 01:21:23,,,True
5fa1ebdf-7b0b-41dd-8863-b20646909a9e,2025-11-21 01:21:23,Platinum,Target,Retail,48.46,USD,pending,US,False,CH-10071,US,Transportation,215.08,,325ec2e6,2026-05-12 01:21:23,,,True
79cf58e0-b9c6-407e-920e-cd0773c22475,2025-09-19 01:21:23,Green,Uber,Transportation,369.54,USD,approved,CA,False,CH-10088,CA,Transportation,342.41,,325ec2e6,2026-05-12 01:21:23,,,True
3b144eab-ca70-4363-91b2-38641ea753b0,2025-05-17 01:21:23,Green,Delta Airlines,Travel,38.48,USD,approved,CA,False,CH-10141,CA,Entertainment,243.19,,325ec2e6,2026-05-12 01:21:23,,,True
beb8c7b7-10bf-464a-b12f-34e8f3024c93,2025-10-30 01:21:23,Platinum,Netflix,Entertainment,157.27,USD,declined,US,False,CH-10020,US,Transportation,276.39,,325ec2e6,2026-05-12 01:21:23,,,True
b45ec827-a04f-4429-ac3b-f49a82e1f992,2025-05-18 01:21:23,Platinum,Marriott Hotels,Travel,179.63,USD,approved,US,False,CH-10094,US,Healthcare,95.72,,325ec2e6,2026-05-12 01:21:23,,,True
aeb6d175-bca4-44d6-93f7-ecb751a9383c,2025-10-30 01:21:23,Platinum,Whole Foods,Food & Beverage,43.44,USD,approved,CA,False,CH-10043,CA,Travel,73.7,,325ec2e6,2026-05-12 01:21:23,,,True
72b2e490-f22b-40a4-b0f4-e2dea57defc5,2026-05-09 01:23:13,Green,Shell Gas,Fuel,27.84,USD,approved,US,False,CH-10056,US,Food & Beverage,52.35,VELOCITY,325ec2e6,2026-05-12 01:21:23,,,True
cab31a72-c0f4-487f-9b0a-c848fa614d9b,2025-08-30 01:21:23,Green,Starbucks,Food & Beverage,343.7,USD,approved,US,False,CH-10016,US,Fuel,430.55,,325ec2e6,2026-05-12 01:21:23,,,True
93013398-eff7-458e-b3cf-86b65b5e2bcb,2025-08-10 01:21:23,Platinum,Target,Retail,130.89,USD,approved,US,False,CH-10067,US,Healthcare,242.06,,325ec2e6,2026-05-12 01:21:23,,,True
46085e9d-b3ca-471b-b2b4-599fa755226c,2026-03-03 01:21:23,Platinum,Amazon,Retail,67.98,USD,pending,US,False,CH-10102,US,Travel,64.3,CATEGORY_MISMATCH,325ec2e6,2026-05-12 01:21:23,,,True
737e05d7-9812-4cbf-a9d1-10034ce06137,2025-10-08 01:21:23,Platinum,Shell Gas,Fuel,316.55,USD,approved,US,False,CH-10039,US,Transportation,263.69,,325ec2e6,2026-05-12 01:21:23,,,True
aa021a4d-bb6b-42b3-b5fa-6347929275a9,2026-05-07 01:21:23,Green,Whole Foods,Food & Beverage,2182.49,USD,pending,CA,False,CH-10119,CA,Food & Beverage,115.79,HIGH_VALUE_OUTLIER,325ec2e6,2026-05-12 01:21:23,,AMOUNT_ANOMALY:z=3.29,True
0b1d80be-c0c7-4aaa-b9c1-4866271a0285,2025-10-02 01:21:23,Green,Netflix,Entertainment,63.25,USD,approved,GB,False,CH-10196,GB,Travel,186.66,CATEGORY_MISMATCH,325ec2e6,2026-05-12 01:21:23,,,True
7fec7397-b8fa-4a41-b1b6-09494a88e6af,2026-03-19 01:21:23,Platinum,Whole Foods,Food & Beverage,422.09,USD,approved,US,False,CH-10067,US,Healthcare,242.06,,325ec2e6,2026-05-12 01:21:23,,,True
5911c886-0ca5-4704-a6ba-6f03b34ad462,2026-02-19 01:21:23,Platinum,Starbucks,Food & Beverage,515.81,USD,approved,CA,False,CH-10155,CA,Entertainment,476.02,,325ec2e6,2026-05-12 01:21:23,,,True
c12bd58d-3c99-4fb2-b117-16476b723d2a,2026-03-16 01:21:23,Green,Uber,Transportation,698.93,USD,approved,US,False,CH-10000,US,Travel,375.94,,325ec2e6,2026-05-12 01:21:23,,,True
e761da65-218c-406d-a981-e9bcaed76ce5,2025-07-26 01:21:23,Gold,Uber,Transportation,718.11,USD,approved,GB,False,CH-10078,GB,Travel,379.03,CATEGORY_MISMATCH,325ec2e6,2026-05-12 01:21:23,,,True
47430954-e4d2-4a89-8acc-c60910fcbc05,2025-09-11 01:21:23,Platinum,Whole Foods,Food & Beverage,671.87,USD,approved,US,False,CH-10194,US,Fuel,354.65,,325ec2e6,2026-05-12 01:21:23,,,True
56f8ab81-b857-4c4f-8828-1932edf50845,2025-05-24 01:21:23,Platinum,Apple Store,Technology,195.5,USD,declined,CA,False,CH-10155,CA,Entertainment,476.02,,325ec2e6,2026-05-12 01:21:23,,,True
c2e7fcb9-802b-405b-b79a-d9e93a9622da,2025-09-23 01:21:23,Blue Cash,Marriott Hotels,Travel,57.53,USD,declined,US,False,CH-10166,US,Technology,219.57,,325ec2e6,2026-05-12 01:21:23,,,True
56c18277-2d62-48e0-8e4a-fdb7666a6d18,2026-05-09 01:21:23,Platinum,Whole Foods,Food & Beverage,34.72,USD,approved,CA,False,CH-10150,CA,Technology,211.83,,325ec2e6,2026-05-12 01:21:23,,,True
a619e9f3-b2d6-445d-b084-6ecbf27931d9,2026-01-11 01:21:23,Green,Netflix,Entertainment,56.31,USD,approved,US,False,CH-10008,US,Healthcare,94.63,,325ec2e6,2026-05-12 01:21:23,,,True
d45d8f5d-9f87-4774-8288-61bc529fad35,2025-09-12 01:21:23,Blue Cash,Spotify,Entertainment,683.83,USD,approved,US,False,CH-10185,US,Food & Beverage,422.83,,325ec2e6,2026-05-12 01:21:23,,,True
3b6c3e36-50cb-44fc-ad58-04a8bfc53482,2026-04-15 01:21:23,Blue Cash,Marriott Hotels,Travel,264.29,USD,approved,US,False,CH-10110,US,Healthcare,195.03,,325ec2e6,2026-05-12 01:21:23,,,True
ceb5de70-7eea-4d44-8e48-148f1597483f,2026-03-18 01:21:23,Green,CVS Pharmacy,Healthcare,24.23,USD,approved,CA,False,CH-10103,CA,Healthcare,41.16,,325ec2e6,2026-05-12 01:21:23,,,True
0c4c1089-7d1a-4dd1-b211-916f3efb890b,2026-04-04 01:21:23,Green,Target,Retail,375.55,USD,approved,US,False,CH-10108,US,Travel,420.61,,325ec2e6,2026-05-12 01:21:23,,,True
508cf71b-c8dd-4d19-b1af-339bedd4ab3c,2026-01-11 01:21:23,Gold,Shell Gas,Fuel,166.19,USD,pending,CA,False,CH-10012,CA,Fuel,487.1,,325ec2e6,2026-05-12 01:21:23,,,True
49a87d28-efd3-4f48-a31a-9b4bd1dd11e1,2026-05-11 01:21:23,Gold,Spotify,Entertainment,126.79,USD,approved,US,False,CH-10102,US,Travel,64.3,,325ec2e6,2026-05-12 01:21:23,,,True
295a6683-6641-48db-a23b-8a141afaedb1,2025-08-01 01:21:23,Blue Cash,Delta Airlines,Travel,537.9,USD,approved,US,False,CH-10116,US,Retail,405.07,,325ec2e6,2026-05-12 01:21:23,,,True
196ab976-9a68-4661-ab99-8648d3bfbb9e,2026-04-13 01:21:23,Gold,Amazon,Retail,40.83,USD,approved,US,False,CH-10055,US,Fuel,359.76,,325ec2e6,2026-05-12 01:21:23,,,True
b30ee27c-49fa-4d46-9743-81f6efc44ae3,2026-04-01 01:21:23,Gold,Walmart,Retail,449.26,USD,pending,US,False,CH-10135,US,Healthcare,263.42,CATEGORY_MISMATCH,325ec2e6,2026-05-12 01:21:23,,,True
f9d289ea-8e9c-4eee-a284-23ca06537169,2025-07-25 01:21:23,Gold,Apple Store,Technology,71.05,USD,declined,GB,False,CH-10060,GB,Technology,136.64,,325ec2e6,2026-05-12 01:21:23,,,True
34c3422c-c7a6-4b78-95f8-ad3c950ff71f,2026-01-28 01:21:23,Green,Shell Gas,Fuel,636.05,USD,declined,US,False,CH-10107,US,Fuel,473.62,,325ec2e6,2026-05-12 01:21:23,,,True
d0f07e26-9672-4246-9fef-ad3edc44e495,2026-04-05 01:21:23,Green,Shell Gas,Fuel,10.65,USD,approved,CA,False,CH-10033,CA,Retail,306.03,,325ec2e6,2026-05-12 01:21:23,,,True
22355e13-3f8c-4ab3-b116-89034fa0fb11,2026-03-06 01:21:23,Platinum,Walmart,Retail,228.16,USD,approved,US,False,CH-10025,US,Entertainment,122.06,,325ec2e6,2026-05-12 01:21:23,,,True
d012b256-5fc6-4c58-b486-c385b618d1c8,2025-08-07 01:21:23,Platinum,Delta Airlines,Travel,136.17,USD,approved,US,False,CH-10094,US,Healthcare,95.72,,325ec2e6,2026-05-12 01:21:23,,,True
079637bb-be30-4bb8-b3f8-5ee5da23652b,2025-08-02 01:21:23,Gold,Whole Foods,Food & Beverage,127.42,USD,approved,US,False,CH-10167,US,Retail,206.95,,325ec2e6,2026-05-12 01:21:23,,,True
aa7b73fc-07cc-45f9-be0c-5e52b35e92c7,2025-08-02 01:21:23,Gold,Delta Airlines,Travel,155.35,USD,declined,CA,False,CH-10034,CA,Healthcare,486.12,,325ec2e6,2026-05-12 01:21:23,,,True
c8e2124f-df1f-4275-8ecf-46939fede417,2026-01-04 01:21:23,Green,Starbucks,Food & Beverage,244.13,USD,approved,US,False,CH-10087,US,Entertainment,134.57,,325ec2e6,2026-05-12 01:21:23,,,True
17f0b092-c016-42e0-a207-6993fa53ffc0,2025-11-23 01:21:23,Green,Netflix,Entertainment,649.82,USD,approved,US,False,CH-10108,US,Travel,420.61,,325ec2e6,2026-05-12 01:21:23,,,True
7f057656-1a6e-4a02-b8d5-8ec1fac1f710,2026-03-16 01:21:23,Blue Cash,Best Buy,Technology,51.4,USD,approved,US,False,CH-10189,US,Transportation,310.83,,325ec2e6,2026-05-12 01:21:23,,,True
bf449914-2bed-4132-955c-2d0c48382bf9,2026-03-26 02:11:23,Green,Amazon,Retail,246.12,USD,approved,FR,True,CH-10139,US,Retail,283.01,GEO_IMPOSSIBLE,325ec2e6,2026-05-12 01:21:23,,,True
26ef53c7-e67d-43f2-900b-629e62666eec,2025-11-12 01:21:23,Platinum,Shell Gas,Fuel,285.5,USD,approved,US,False,CH-10053,US,Fuel,182.28,,325ec2e6,2026-05-12 01:21:23,,,True
a989de70-118a-42ef-8660-762d4f73aabe,2026-01-11 01:21:23,Platinum,CVS Pharmacy,Healthcare,250.4,USD,declined,CA,False,CH-10158,CA,Technology,144.41,,325ec2e6,2026-05-12 01:21:23,,,True
46377b84-1405-4f1d-92e3-3516c8e9653c,2025-11-23 01:21:23,Platinum,Amazon,Retail,589.12,USD,approved,US,False,CH-10105,US,Transportation,375.79,,325ec2e6,2026-05-12 01:21:23,,,True
e359c1c8-e32d-4bed-91ab-d94a6ab1ad20,2025-05-18 01:21:23,Platinum,McDonald's,Food & Beverage,81.37,USD,approved,US,False,CH-10188,US,Technology,355.74,,325ec2e6,2026-05-12 01:21:23,,,True
98d54d67-9479-4006-907f-a8119046acc4,2026-01-16 01:21:23,Blue Cash,Starbucks,Food & Beverage,27.23,USD,approved,US,False,CH-10056,US,Food & Beverage,52.35,,325ec2e6,2026-05-12 01:21:23,,,True
e136e879-564a-466f-9175-996f8ca0bcf4,2025-12-21 01:21:23,Gold,Netflix,Entertainment,154.29,USD,pending,US,False,CH-10071,US,Transportation,215.08,,325ec2e6,2026-05-12 01:21:23,,,True
2a2313ca-633d-44a3-b02c-6563aaa17cb2,2025-12-30 01:21:23,Gold,Marriott Hotels,Travel,44.14,USD,approved,US,False,CH-10137,US,Transportation,112.08,,325ec2e6,2026-05-12 01:21:23,,,True
